BHK,project,Location,City,Total sqft,price_sqft,price
1 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,594,"5,387",32 L
1 BHK Apartment,Runwal My City Phase II Cluster 05 Part IDombivali,Dombivali,Mumbai,560,"5,892",33 L
3 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,1200,"8,333",1 Cr
2 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,900,"6,777",61 L
2 BHK Apartment,Runwal GardensDombivali,Dombivali,Mumbai,800,"7,250",58 L
3 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1432,"17,458",2.5 Cr
3 BHK Apartment,Hiranandani Rodas Enclave PhillipaThane West,Thane West,Mumbai,1850,"17,837",3.3 Cr
1 BHK Apartment,Hiranandani FedoraThane West,Thane West,Mumbai,650,"13,384",87 L
3 BHK Apartment,Reputed Builder IndrapuramVasai east,Vasai east,Mumbai,1250,"4,400",55 L
3 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,1086,"21,271",2.31 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,828,"20,531",1.7 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,834,"20,649",1.72 Cr
3 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,1162,"23,752",2.76 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,844,"21,946",1.85 Cr
2 BHK Apartment,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,838,"20,883",1.75 Cr
2 BHK Apartment,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1120,"8,035",90 L
3 BHK Apartment,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1550,"8,580",1.33 Cr
1 BHK Apartment,Reputed Builder Alankar CHSAiroli,Airoli,Mumbai,650,"12,000",78 L
2 BHK Apartment,Lodha CrownThane West,Thane West,Mumbai,795,"12,578",1 Cr
1 BHK Apartment,Godrej AscendThane East,Thane East,Mumbai,589,"12,903",76 L
1 BHK Apartment,Lodha CrownThane West,Thane West,Mumbai,483,"13,250",64 L
2 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,927,"12,729",1.18 Cr
1,NA,Dombivali East,Mumbai,595,"6,000",35.7 L
2,NA,Vichumbe,Mumbai,1000,"5,000",50 L
3,NA,Agripada,Mumbai,3000,"25,000",7.5 Cr
1 BHK Apartment,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,690,"2,900",20.01 L
2 BHK Apartment,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,950,"2,900",27.55 L
1 BHK Apartment,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,550,"2,900",15.95 L
1 BHK Apartment,Cidco FAM CHSKoper Khairane,Koper Khairane,Mumbai,650,"11,076",72 L
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,585,"7,675",44.9 L
1 BHK Apartment,Mahalaxmi Nagar Building No 4Vasai,Vasai,Mumbai,650,"5,538",36 L
1 BHK Apartment,Mahalaxmi Nagar Building No 4Vasai,Vasai,Mumbai,650,"5,538",36 L
1 BHK Apartment,JSB Nakshatra GreensNaigaon East,Naigaon East,Mumbai,560,"5,714",32 L
1 BHK Apartment,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,"5,500",27.5 L
1,NA,Dombivali East,Mumbai,300,"5,500",16.5 L
1,NA,Bhiwandi,Mumbai,605,"4,100",24.8 L
1,NA,Bhiwandi,Mumbai,530,"4,100",21.73 L
1 RK Studio Apartment,Reputed Builder Sarkar ResidencyByculla,Byculla,Mumbai,396,"27,777",1.1 Cr
1 BHK Apartment,Lodha New Cuffe Parade Lodha AltiaWadala,Wadala,Mumbai,848,"19,811",1.68 Cr
1,NA,Bhuleshwar,Mumbai,577,"23,396",1.35 Cr
2 BHK Apartment,NDW Proxima ResidencesAndheri East,Andheri East,Mumbai,1292,"13,931",1.8 Cr
2 BHK Apartment,Lokhandwala GalaxyAgripada,Agripada,Mumbai,1650,"21,212",3.5 Cr
3 BHK Apartment,Arok Kinjal ResidencyAgripada,Agripada,Mumbai,2062,"20,611",4.25 Cr
2 BHK Apartment,Reputed Builder Mazgaon TowerByculla,Byculla,Mumbai,990,"25,252",2.5 Cr
1 BHK Apartment,NSSR AR RayyanByculla,Byculla,Mumbai,750,"18,000",1.35 Cr
2,NA,Byculla,Mumbai,1485,"21,885",3.25 Cr
2,NA,Agripada,Mumbai,1080,"17,592",1.9 Cr
3 BHK Apartment,Nathani ResidencyAgripada,Agripada,Mumbai,1716,"26,223",4.5 Cr
1,NA,Mazgaon,Mumbai,627,"24,720",1.55 Cr
2,NA,Byculla,Mumbai,1485,"21,885",3.25 Cr
2,NA,Agripada,Mumbai,1100,"35,454",3.9 Cr
2 BHK Apartment,Shaad ResidencyByculla,Byculla,Mumbai,1050,"23,809",2.5 Cr
3 BHK Apartment,Ajmera I LandWadala,Wadala,Mumbai,2740,"17,883",4.9 Cr
1 BHK Apartment,Kapil BayviewByculla,Byculla,Mumbai,650,"23,076",1.5 Cr
2 BHK Apartment,Kapil BayviewByculla,Byculla,Mumbai,750,"26,666",2 Cr
1,NA,Byculla,Mumbai,665,"31,578",2.1 Cr
2 BHK Apartment,Reputed Builder Aqua GemMazgaon,Mazgaon,Mumbai,845,"35,502",3 Cr
1 BHK Apartment,Reputed Builder Ajay ApartmentMalad West,Malad West,Mumbai,594,"32,828",1.95 Cr
2,NA,Mazgaon,Mumbai,1142,"28,896",3.3 Cr
2,NA,Mazgaon,Mumbai,1056,"32,196",3.4 Cr
1,NA,Byculla,Mumbai,750,"15,333",1.15 Cr
1 BHK Apartment,Reputed Builder Sarkar ResidencyByculla,Byculla,Mumbai,783,"30,012",2.35 Cr
2,NA,Wadala,Mumbai,1640,"18,292",3 Cr
3 BHK Apartment,K Raheja VivareaAgripada,Agripada,Mumbai,3646,"32,912",12 Cr
1 BHK Apartment,Seven Tides Fortune GardensByculla,Byculla,Mumbai,742,"19,541",1.45 Cr
2 BHK Apartment,Amar Vinay HeritageMira Road East,Mira Road East,Mumbai,1070,"8,224",88 L
1 BHK Apartment,Amar Vinay HeritageMira Road East,Mira Road East,Mumbai,700,"9,000",63 L
1 BHK Apartment,Amar Vinay HeritageMira Road East,Mira Road East,Mumbai,700,"9,000",63 L
2 BHK Apartment,Shree Sai Shweta HeightsMira Road East,Mira Road East,Mumbai,1200,"8,083",97 L
2 BHK Apartment,Reputed Builder Sundarvan ApartmentRabale,Rabale,Mumbai,950,"10,526",1 Cr
2 BHK Apartment,Om Sai LaxmiVikhroli,Vikhroli,Mumbai,800,"15,687",1.25 Cr
1 BHK Apartment,Runwal Codename EnchantedThane West,Thane West,Mumbai,450,"14,444",65 L
2 BHK Apartment,Godrej AscendThane East,Thane East,Mumbai,700,"15,285",1.07 Cr
3 BHK Apartment,Sandu SanskarGhatkopar West,Ghatkopar West,Mumbai,1300,"19,615",2.55 Cr
2 BHK Apartment,Sandu SanskarGhatkopar West,Ghatkopar West,Mumbai,990,"18,888",1.87 Cr
R,NA,Shir Gaon,Mumbai,3250,553,18 L
R,NA,Sarde,Mumbai,1089,642,7 L
2 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1083,"12,742",1.38 Cr
2 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,927,"12,729",1.18 Cr
1 BHK Apartment,Lodha Amara 3 Bhk With DeckThane West,Thane West,Mumbai,669,"13,004",87 L
2,NA,Taloje,Mumbai,1200,"2,916",35 L
2,NA,Thane West,Mumbai,1050,"11,428",1.2 Cr
2 BHK Apartment,Regency Regency HeightsThane West,Thane West,Mumbai,1200,"12,500",1.5 Cr
3 BHK Apartment,Hiranandani Rodas Enclave AnnoraThane West,Thane West,Mumbai,1835,"16,348",3 Cr
3 BHK Apartment,Regency Regency HeightsThane West,Thane West,Mumbai,1600,"10,625",1.7 Cr
4 BHK Apartment,Sheth AvalonThane West,Thane West,Mumbai,2600,"23,076",6 Cr
3 BHK Apartment,Soham Tropical LagoonThane West,Thane West,Mumbai,2000,"15,000",3 Cr
2 BHK Apartment,Reputed Builder BroadwayThane West,Thane West,Mumbai,900,"13,888",1.25 Cr
3 BHK Apartment,Hiranandani NorthsideThane West,Thane West,Mumbai,1800,"20,000",3.6 Cr
2 BHK Apartment,Regency Regency HeightsThane West,Thane West,Mumbai,1200,"12,916",1.55 Cr
2 BHK Apartment,Hiranandani BarcaThane West,Thane West,Mumbai,1000,"15,900",1.59 Cr
1 BHK Apartment,Hiranandani LaviniaThane West,Thane West,Mumbai,650,"13,538",88 L
1 BHK Apartment,Cidco Shanti ApartmentAiroli,Airoli,Mumbai,530,"10,377",55 L
1 BHK Apartment,Reputed Builder satyam villaRabale,Rabale,Mumbai,555,"12,612",70 L
2 BHK Apartment,Reputed Builder Nav OmkarAiroli,Airoli,Mumbai,950,"10,526",1 Cr
2,NA,Airoli,Mumbai,950,"8,947",85 L
2 BHK Apartment,Reputed Builder AkshayAiroli,Airoli,Mumbai,1000,"8,300",83 L
2,NA,Airoli,Mumbai,950,"9,473",90 L
2,NA,Airoli,Mumbai,950,"11,052",1.05 Cr
2 BHK Apartment,SK Imperial HeightsMira Road East,Mira Road East,Mumbai,573,"15,895",91.07 L
1 BHK Apartment,SK Imperial HeightsMira Road East,Mira Road East,Mumbai,396,"15,659",62 L
2 BHK Apartment,SK Imperial HeightsMira Road East,Mira Road East,Mumbai,485,"16,389",79.48 L
1 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,350,"7,474",26.08 L
1 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,360,"7,306",26.3 L
2 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,501,"7,096",35.55 L
1 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,302,"7,587",22.83 L
2 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,557,"6,917",38.53 L
1 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,304,"7,806",23.73 L
1 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,366,"7,244",26.44 L
2 BHK Apartment,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,499,"7,058",35.14 L
2,NA,Bhiwandi,Mumbai,850,"4,100",34.85 L
2 BHK Apartment,Kakad Paradise Phase 2Mira Road East,Mira Road East,Mumbai,1020,"8,333",85 L
1 BHK Apartment,Kakad Paradise Phase 2Mira Road East,Mira Road East,Mumbai,700,"8,714",61 L
2 BHK Apartment,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,735,"25,006",1.83 Cr
2 BHK Apartment,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,735,"25,006",1.83 Cr
2 BHK Apartment,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,749,"25,012",1.87 Cr
2 BHK Apartment,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,749,"25,012",1.87 Cr
3 BHK Apartment,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,1037,"25,002",2.59 Cr
3 BHK Apartment,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,1037,"25,002",2.59 Cr
1,NA,Bhiwandi,Mumbai,375,"4,098",15.37 L
2 BHK Apartment,Nandkumar Janki LegacyMira Road East,Mira Road East,Mumbai,1050,"8,952",94 L
1 BHK Apartment,Nandkumar Janki LegacyMira Road East,Mira Road East,Mumbai,665,"8,721",58 L
3 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,1150,"20,347",2.34 Cr
2 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,808,"20,297",1.64 Cr
1 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,450,"18,222",82 L
4 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,1753,"22,589",3.96 Cr
3 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,1324,"20,241",2.68 Cr
2 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,598,"19,899",1.19 Cr
3 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,991,"20,484",2.03 Cr
2 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,663,"20,663",1.37 Cr
2 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,761,"20,367",1.55 Cr
3 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,944,"20,656",1.95 Cr
2 BHK Apartment,Kalpataru ImmensaThane West,Thane West,Mumbai,632,"20,569",1.3 Cr
2,NA,Dombivali East,Mumbai,850,"5,294",45 L
1 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,586,"5,631",33 L
1 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,598,"5,852",35 L
2 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,918,"7,734",71 L
3 BHK Apartment,Kanakia Future City EPowai,Powai,Mumbai,1246,"31,872",3.97 Cr
2 BHK Apartment,Kanakia Future City EPowai,Powai,Mumbai,622,"36,977",2.29 Cr
2 BHK Apartment,Kanakia Future City EPowai,Powai,Mumbai,627,"36,977",2.31 Cr
3 BHK Apartment,Kanakia Future City EPowai,Powai,Mumbai,1004,"31,904",3.19 Cr
2 BHK Apartment,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,572,"27,797",1.59 Cr
2 BHK Apartment,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,623,"27,797",1.73 Cr
3 BHK Apartment,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,975,"26,564",2.59 Cr
2 BHK Apartment,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,753,"27,797",2.09 Cr
2 BHK Apartment,Swagat HeightsMira Road East,Mira Road East,Mumbai,950,"8,421",80 L
1,NA,Mira Road East,Mumbai,760,"7,894",60 L
1 BHK Apartment,Shree Savaliya AvenueMira Road East,Mira Road East,Mumbai,740,"7,702",57 L
2 BHK Apartment,RNA NG Ocean PearlMira Road East,Mira Road East,Mumbai,900,"8,888",79.99 L
3,NA,Kharghar,Mumbai,1815,"8,750",1.58 Cr
2 BHK Apartment,Ashwin Sheth Group Vasant OscarMulund West,Mulund West,Mumbai,950,"22,631",2.15 Cr
2,NA,Kharghar,Mumbai,1275,"8,750",1.11 Cr
2 BHK Apartment,Today MangalamPanvel,Panvel,Mumbai,875,"6,856",59.99 L
1 BHK Apartment,Today MangalamPanvel,Panvel,Mumbai,579,"6,735",39 L
2 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,864,"6,030",52.1 L
3 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,1098,"5,755",63.2 L
1 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,594,"5,404",32.1 L
2 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,909,"5,511",50.1 L
1 BHK Apartment,Venus Skky City Phase IDombivali,Dombivali,Mumbai,501,"7,684",38.5 L
1,NA,Dombivali East,Mumbai,380,"6,000",22.8 L
1,NA,Dombivali East,Mumbai,365,"6,000",21.9 L
1,NA,Dombivali East,Mumbai,530,"6,000",31.8 L
1,NA,Dombivali East,Mumbai,520,"6,000",31.2 L
1,NA,Dombivali East,Mumbai,340,"6,000",20.4 L
1 BHK Apartment,Gaondevi HeightsDombivali,Dombivali,Mumbai,510,"6,000",30.6 L
1,NA,Dombivali East,Mumbai,365,"6,000",21.9 L
1,NA,Dombivali East,Mumbai,530,"6,000",31.8 L
1,NA,Dombivali East,Mumbai,520,"6,000",31.2 L
1,NA,Dombivali East,Mumbai,340,"6,000",20.4 L
1 BHK Apartment,Mayfair Virar Gardens Phase 2Virar,Virar,Mumbai,890,"5,056",45 L
1 BHK Apartment,Mayfair Virar Gardens Phase 2Virar,Virar,Mumbai,560,"5,714",32 L
1 BHK Apartment,Vinay Unique ResidencyVirar,Virar,Mumbai,580,"5,517",32 L
1 BHK Apartment,Vinay Unique ResidencyVirar,Virar,Mumbai,590,"6,186",36.5 L
1 BHK Apartment,Runwal BlissKanjurmarg,Kanjurmarg,Mumbai,552,"18,115",1 Cr
1 BHK Apartment,SKD Pinnacolo NXMira Road East,Mira Road East,Mumbai,713,"8,345",59.5 L
2 BHK Apartment,Raj AkshayMira Road East,Mira Road East,Mumbai,1071,"8,029",86 L
2 BHK Apartment,Strawberry OnyxMira Road East,Mira Road East,Mumbai,995,"7,638",76 L
1 BHK Apartment,Unique EstateMira Road East,Mira Road East,Mumbai,740,"8,540",63.2 L
2 BHK Apartment,Raj AkshayMira Road East,Mira Road East,Mumbai,1060,"7,650",81.1 L
1 BHK Apartment,JK IRISMira Road East,Mira Road East,Mumbai,525,"13,714",72 L
1 BHK Apartment,JP NorthMira Road East,Mira Road East,Mumbai,720,"8,611",62 L
1 BHK Apartment,Akshay ParadiseChembur,Chembur,Mumbai,630,"16,984",1.07 Cr
2 BHK Apartment,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,755,"6,105",46.1 L
1 BHK Apartment,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,460,"6,293",28.95 L
1 BHK Apartment,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,450,"6,222",28 L
1,NA,Virar West,Mumbai,297,"9,595",28.5 L
1 BHK Apartment,Uniquepoonam Sky City Phase INala Sopara,Nala Sopara,Mumbai,450,"6,333",28.5 L
3,NA,Dombivali East,Mumbai,2115,"8,747",1.85 Cr
1 BHK Apartment,Strawberry OnyxMira Road East,Mira Road East,Mumbai,715,"8,391",60 L
2 BHK Apartment,JP North ElaraMira Road East,Mira Road East,Mumbai,972,"9,722",94.5 L
1 BHK Apartment,Raunak CityKalyan West,Kalyan West,Mumbai,607,"5,930",36 L
3 BHK Apartment,Hiranandani TribecaThane West,Thane West,Mumbai,1850,"16,486",3.05 Cr
2 BHK Apartment,Reputed Builder Geeta ArcadeAiroli,Airoli,Mumbai,950,"10,526",1 Cr
2 BHK Apartment,Reputed Builder UniqueAiroli,Airoli,Mumbai,1000,"12,000",1.2 Cr
1,NA,Airoli,Mumbai,560,"11,607",65 L
1 BHK Apartment,Raikar Yashodeep HeightAiroli,Airoli,Mumbai,670,"12,835",86 L
2 BHK Apartment,Reputed Builder Palm SpringsAiroli,Airoli,Mumbai,950,"14,736",1.4 Cr
2 BHK Apartment,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,719,"30,598",2.2 Cr
3 BHK Apartment,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,1100,"30,909",3.4 Cr
2,NA,Airoli,Mumbai,580,"11,206",65 L
1,NA,Airoli,Mumbai,575,"12,173",70 L
1,NA,Airoli,Mumbai,555,"12,612",70 L
1,NA,Airoli,Mumbai,555,"12,972",72 L
1 BHK Apartment,Reputed Builder Palm SpringsAiroli,Airoli,Mumbai,580,"14,655",85 L
2,NA,Airoli,Mumbai,950,"11,578",1.1 Cr
1 BHK Apartment,Prathmesh Narmada CHSAiroli,Airoli,Mumbai,555,"15,315",85 L
1,NA,Airoli,Mumbai,555,"12,612",70 L
2,NA,Airoli,Mumbai,850,"8,823",75 L
2 BHK Apartment,Reputed Builder Geeta ArcadeAiroli,Airoli,Mumbai,980,"10,204",1 Cr
2 BHK Apartment,Reputed Builder Shivshankar PlazaAiroli,Airoli,Mumbai,950,"12,631",1.2 Cr
2 BHK Apartment,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,900,"25,000",2.25 Cr
1,NA,Airoli,Mumbai,620,"9,677",60 L
1 BHK Apartment,Parth LakefrontAiroli,Airoli,Mumbai,555,"13,513",75 L
R,NA,Sarde,Mumbai,1089,367,4 L
R,NA,Sarde,Mumbai,1089,459,5 L
R,NA,Belondakhar,Mumbai,1089,734,8 L
1 BHK Apartment,Regency AnantamDombivali,Dombivali,Mumbai,700,"7,571",53 L
1 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,594,"5,387",32 L
3 BHK Apartment,Lodha Lodha Palava DowntownDombivali,Dombivali,Mumbai,900,"6,222",56 L
2 BHK Apartment,Regency AnantamDombivali,Dombivali,Mumbai,1000,"7,900",79 L
2 BHK Apartment,Vaibhavlaxmi Central ParkVikhroli,Vikhroli,Mumbai,945,"13,756",1.3 Cr
1 BHK Apartment,Suraj VitalisMahim,Mahim,Mumbai,445,"40,136",1.78 Cr
1,NA,Dombivali East,Mumbai,535,"6,000",32.1 L
1,NA,Bhiwandi,Mumbai,365,"4,098",14.96 L
2,NA,Chembur,Mumbai,1000,"20,000",2 Cr
2 BHK Apartment,Reputed Builder N G Royal ParkKanjurmarg East,Kanjurmarg East,Mumbai,1000,"16,500",1.65 Cr
3 BHK Apartment,Vraj TiaraWorli,Worli,Mumbai,1800,"44,444",8 Cr
2 BHK Apartment,Drushti SapphireGhatkopar East,Ghatkopar East,Mumbai,850,"17,647",1.5 Cr
2,NA,Chembur,Mumbai,1080,"13,888",1.5 Cr
2,NA,Chembur,Mumbai,700,"20,000",1.4 Cr
3 BHK Apartment,Vraj TiaraWorli,Worli,Mumbai,1500,"46,666",6.99 Cr
1 BHK Apartment,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,450,"6,734",30.3 L
1 BHK Apartment,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,540,"5,925",32 L
2 BHK Apartment,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,755,"6,105",46.1 L
1 BHK Apartment,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,460,"6,293",28.95 L
1 BHK Apartment,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,450,"6,222",28 L
2 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,890,"6,648",59.17 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,710,"6,091",43.25 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,710,"6,091",43.25 L
2 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,890,"6,648",59.17 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,750,"5,766",43.25 L
1 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,"5,974",44.8 L
1 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,"5,974",44.8 L
2 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,"5,871",63.05 L
2 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,"5,871",63.05 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,710,"6,091",43.25 L
2 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,890,"6,648",59.17 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,750,"5,766",43.25 L
1 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,"5,974",44.8 L
1 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,"5,974",44.8 L
2 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,"5,871",63.05 L
2 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,"5,871",63.05 L
2 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,990,"6,291",62.28 L
2 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,990,"6,291",62.28 L
1 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,710,"6,051",42.96 L
1 BHK Apartment,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,710,"6,051",42.96 L
2 BHK Apartment,Romell EmpressBorivali West,Borivali West,Mumbai,1025,"20,292",2.08 Cr
2 BHK Apartment,Romell EmpressBorivali West,Borivali West,Mumbai,1025,"19,121",1.96 Cr
2 BHK Apartment,Romell EmpressBorivali West,Borivali West,Mumbai,1025,"19,414",1.99 Cr
2 BHK Apartment,Romell EmpressBorivali West,Borivali West,Mumbai,1025,"19,512",2 Cr
2 BHK Apartment,Romell EmpressBorivali West,Borivali West,Mumbai,1025,"19,024",1.95 Cr
3 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,1215,"20,164",2.45 Cr
3 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,1215,"19,753",2.4 Cr
3 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,1215,"20,576",2.5 Cr
3 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,1215,"19,341",2.35 Cr
2 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,1095,"18,356",2.01 Cr
1 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,715,"17,482",1.25 Cr
1 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,715,"17,202",1.23 Cr
1 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,715,"16,083",1.15 Cr
1 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,715,"15,524",1.11 Cr
3 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,1215,"20,164",2.45 Cr
3 BHK Apartment,Arkade CrownBorivali West,Borivali West,Mumbai,1215,"19,753",2.4 Cr
1 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,595,"7,478",44.5 L
2 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,985,"6,751",66.5 L
2 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,985,"6,751",66.5 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,750,"5,766",43.25 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,690,"5,709",39.39 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,690,"5,709",39.39 L
2 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,1085,"7,557",82 L
2 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,1075,"6,372",68.5 L
2 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,985,"7,208",71 L
1 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,610,"7,868",48 L
1 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,595,"4,873",29 L
2 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,955,"5,759",55 L
2 BHK Apartment,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1000,"5,200",52 L
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,746,"7,439",55.5 L
3 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,1062,"7,532",80 L
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,800,"7,375",59 L
1 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,621,"7,085",44 L
1 BHK Apartment,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,588,"5,612",33 L
2 BHK Apartment,Lodha Codename PremierDombivali,Dombivali,Mumbai,918,"7,298",67 L
2 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,779,"5,776",45 L
2 BHK Apartment,Lodha Casa RioDombivali,Dombivali,Mumbai,776,"5,670",44 L
